Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL CICLA,43190898,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MACHADO DE ASSIS, 945 PARTENON. 90620-260 Porto Alegre - RS.",(51) 33286100,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.04979,-51.19064
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUICAO DE EDUCACAO INFANTIL GATINHO TRAVESSO,43191100,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CORONEL CORTE REAL, 246 PETROPOLIS. 90630-080 Porto Alegre - RS.",(51) 994145002,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.04457,-51.19537
ESCOLA PARALISADA,EEI ARQUITETO BATISTTINO ANELE-DAER,43191134,RS,Porto Alegre,Urbana,Não Informado,Pública,"AVENIDA BORGES DE MEDEIROS, 1555 FUNDOS DO DAER. PRAIA DE BELAS. 90110-150 Porto Alegre - RS.",(51) 32105287,Estadual,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL REINO DOS BAIXINHOS,43191231,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV PROTASIO ALVES, 8383 MORRO SANTANA. 91310-010 Porto Alegre - RS.",(51) 33861314,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.0403206,-51.1282685
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE WERNER SCHWUCHOW,43191258,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA RAMIRO BARCELOS, 910 FLORESTA. 90035-001 Porto Alegre - RS.",(51) 33143038,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.02684,-51.20904
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BABY E CIA,43191266,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA NONOAI, 205 NONOAI. 91720-000 Porto Alegre - RS.",(51) 32499245,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.08652,-51.21609
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI GIRASSOL DO APRENDER,43191282,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CLEMENCIANO BARNASQUE, 460 TERESOPOLIS. 91720-260 Porto Alegre - RS.",(51) 33280883,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL ARTE BABY LTDA,43191290,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ARIOVALDO PINHEIRO, 84 PASSO DA AREIA. 91350-120 Porto Alegre - RS.",(51) 35735884,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.01509,-51.16678
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI PROJETO PENSAR,43191304,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LUIZ DE CAMOES, 172 CASA. SANTO ANTONIO. 90620-150 Porto Alegre - RS.",(51) 33405600,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0567861,-51.2015142
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUICAO DE EDUCACAO INFANTIL TOK DO SABER,43191320,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BRASIL, 312 CASA. NAVEGANTES. 90230-060 Porto Alegre - RS.",(51) 33421571,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.00408,-51.20413
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL BEBE FOFINHO,43191363,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GENERAL CALDWELL, 688 MENINO DEUS. 90130-050 Porto Alegre - RS.",(51) 32337192,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.05096,-51.22089
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL CONSTRUIR,43191398,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LUIZ AFONSO, 323 315. CIDADE BAIXA. 90050-310 Porto Alegre - RS.",(51) 32376177,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.03955,-51.22206
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL AMIGUINHOS DA PRACA LTDA,43191401,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA JAPAO, 203 234. BOA VISTA. 91340-380 Porto Alegre - RS.",(51) 30952479,Privada,Particular,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.02671,-51.1787
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL DENTE DE LEITE,43191487,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PROFESSORA ZILAH TOTTA, 193 CASA. PROTASIO ALVES. 91240-500 Porto Alegre - RS.",(51) 33402606,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.02383,-51.11878
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BERCARIO CRECHE RECREACAO CISNE BRANCO LTDA,43191541,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BASTIAN, 467 MENINO DEUS. 90130-021 Porto Alegre - RS.",(51) 32316345,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.05094,-51.22334
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUICAO DE EDUCACAO INFANTIL BRILHO DE SOL,43191576,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ALMIRANTE BARROSO, 511 FLORESTA. 90220-021 Porto Alegre - RS.",(51) 33953307,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.0170748,-51.20763
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL MUNDO DA CRIANCA,43191630,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ZEFERINO DIAS, 954 SARANDI. 91130-480 Porto Alegre - RS.",(51) 993515176,Privada,Particular,Não,Em Tramitação,Até 50 matrículas de escolarização,Educação Infantil,,-30.00171,-51.12435
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL BALAO AZUL - MATRIZ,43191681,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CASTRO ALVES, 300 INDEPENDENCIA. 90430-130 Porto Alegre - RS.",(51) 30299801,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0305,-51.20772
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEQUENO GENIO CRIATIVIDADE E LAZER LTDA,43191703,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARECHAL MALLET, 38/44 VILA JOAO PESSOA. 91520-600 Porto Alegre - RS.",(51) 33391916,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0638336,-51.1736045
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI MUNDO MAGICO,43191738,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA VICENTE DA FONTOURA, 1068 CASA. RIO BRANCO. 90640-000 Porto Alegre - RS.",(51) 32395256,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.04958,-51.20377
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL LAR DO BEBE PUPILEIRA,43191746,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FERNANDO GOMES, 156 MOINHOS DE VENTO. 90510-010 Porto Alegre - RS.",(51) 32221574,Privada,Filantrópica,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.02681167,-51.204425
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLINHA EDUCACIONAL INFANTIL DESIDERIO DE PAOLI,43191800,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TENENTE ARY TARRAGO, 1825 ESCOLA. PROTASIO ALVES. 91225-001 Porto Alegre - RS.",(51) 33449528,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUICAO DE EDUCACAO INFANTIL HOTELZINHO,43191819,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PROFESSOR LANGENDONCK, 75 PETROPOLIS. 90630-060 Porto Alegre - RS.",(51) 33307511,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.04378,-51.18933
ESCOLA PARALISADA,AMPARO DA IMACULADA CONCEICAO,43191835,RS,Porto Alegre,Urbana,Não Informado,Privada,"AVENIDA IPIRANGA, 585 PRAIA DE BELAS. 90160-092 Porto Alegre - RS.",(51) 30614414,Privada,Não Informado,Não,,,,,-30.04865,-51.22249
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC DE EDUC INF MIMO DE GENTE SOC SIMP LTDA ME,43191843,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA EDMUNDO BASTIAN, 206 CRISTO REDENTOR. 91040-050 Porto Alegre - RS.",(51) 991417948,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.00911,-51.16188
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5119 EEI CRIANCA CIDADA,43191878,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV ADELINO FERREIRA JARDIM, 280 RUBEM BERTA. 91250-310 Porto Alegre - RS.",(51) 33665476,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0209878,-51.1045111
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5133 EEI AMOVIR,43191894,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R ENG OSCAR DE OLIVEIRA RAMOS, 1411 RESTINGA. 91790-050 Porto Alegre - RS.",(51) 32483385,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1494496,-51.1452138
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA EDUCACAO INFANTIL DOCE MEL,43191932,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA GENERAL BARRETO VIANA, 681 CHACARA DAS PEDRAS. 91330-630 Porto Alegre - RS.",(51) 31052453,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0339039,-51.1589323
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL DA MONICA,43191940,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GUILHERME KLIPPEL, 244 PASSO DA AREIA. 91350-160 Porto Alegre - RS.",(51) 33612018,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.01694,-51.16639
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO UNIVERSITARIO,43200273,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA TERESOPOLIS, 2805 TERESOPOLIS. 90870-001 Porto Alegre - RS.",(51) 33986631,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL COTIDIANA,43200346,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FRANCISCO FERRER, 456 RIO BRANCO. 90420-140 Porto Alegre - RS.",(51) 32096686,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5120 EEI MEDIANEIRA NOSSO SONHO I,43200915,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R JARY, 119 119. PASSO DA AREIA. 91350-170 Porto Alegre - RS.",(51) 32374877,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0129436,-51.16980116
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI BRINCAR E APRENDER,43200923,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GARIBALDI, 800 INDEPENDENCIA. 90035-051 Porto Alegre - RS.",(51) 33982686,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0276986,-51.2148333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL CANTO DOS ANJOS LTDA,43200990,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA PELOTAS, 444 FLORESTA. 90220-110 Porto Alegre - RS.",(51) 32280767,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.02429,-51.21136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI TEICHMANN E RITTER LTDA,43201008,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARQUES DO HERVAL, 625 MOINHOS DE VENTO. 90570-140 Porto Alegre - RS.",(51) 33304923,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.02616,-51.19684
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI TRES FIGUEIRAS - TARTARUGUINHA VERDE,43201024,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DOUTOR NILO PECANHA, 1353 TRES FIGUEIRAS. 91330-000 Porto Alegre - RS.",(51) 999323222,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.02892,-51.17927
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO ATENDIMENTO INFANTIL TURMA DO MORANGUINHO,43201105,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA ASSIS BRASIL, 131 SAO JOAO. 91120-280 Porto Alegre - RS.",(51) 33426639,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.00722,-51.1844
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5131 IEI SAO VICENTE DE PAULO,43201156,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AV PRESIDENTE FRANKLIN ROOSEVELT, 910 SAO GERALDO. 90230-002 Porto Alegre - RS.",(51) 33437500,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0077609,-51.2029904
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL VIVER E APRENDER,43201164,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MURA, 436 GUARUJA. 91770-570 Porto Alegre - RS.",(51) 32668699,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.15219,-51.21981
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEI SEMEANDO O SABER,43201172,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LUIZ CEZAR LEAL, 240 RUBEM BERTA. 91170-140 Porto Alegre - RS.",(51) 33971996,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.00291,-51.09094
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO INFANTIL RECANTO MIMOSO LTDA,43201202,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DONA LEOPOLDINA, 270 SAO JOAO. 90550-130 Porto Alegre - RS.",(51) 33426769,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-30.00821,-51.18935
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5128 IEI TIA HELENA,43201237,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R CRISTAL DA PAZ, 27 MARIO QUINTANA. 91270-844 Porto Alegre - RS.",(51) 989686257,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0346502,-51.1204425
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5224 IEI DOM DADEUS GRINGS,43201270,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"BC VITORIA, 1460 LAGEADO. 91787-220 Porto Alegre - RS.",(51) 997784699,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.2057506,-51.1254014
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5130 IEI TECNOBABY,43201288,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R MARIA TRINDADE, 115 FARRAPOS. 90250-275 Porto Alegre - RS.",(51) 33747553,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-29.9795098,-51.1968993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5156 IEI LAR ESPERANCA,43201296,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R DEODORO, 250 MARIO QUINTANA. 91260-370 Porto Alegre - RS.",(51) 999618987,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.036146,-51.1198856
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL MORANGUINHO EREILI,43201342,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA REZENDE COSTA, 360 SARANDI. 91120-280 Porto Alegre - RS.",(51) 30134749,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-29.9873,-51.13177
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5099 EEI AMIGO SPINELLI,43201377,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R DONA PAULINA, 700 TRISTEZA. 91920-030 Porto Alegre - RS.",(51) 23991755,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1175854,-51.246815
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DESPERTAR EDUCACAO INFANTIL LTDA,43201466,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ARMANDO PEREIRA CAMARA, 110 PETROPOLIS. 90470-070 Porto Alegre - RS.",(51) 33884238,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.03324,-51.18202
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,E E I SAO FRANCISCO - ZONA SUL,43201555,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA COPACABANA, 1171 TRISTEZA. 91900-050 Porto Alegre - RS.",(51) 32689034,Privada,Filantrópica,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.10307,-51.24928
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO MEDIO PASTOR DOHMS- UNIDADE DE ENSINO ZONA NORTE,43201717,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DARIO BORBA BROSSARD, 56 RUBEM BERTA. 91180-480 Porto Alegre - RS.",(51) 33662497,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-30.01468,-51.11033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO TECNOLOGICO DA ACM,43201776,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOS ANDRADAS, 1560 7 ANDAR. CENTRO HISTORICO. 90026-900 Porto Alegre - RS.",(51) 32136000,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,-30.0295,-51.22603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL VAMOS CRESCER,43203167,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA COMENDADOR CASTRO, 473 IPANEMA. 91760-200 Porto Alegre - RS.",(51) 30120693,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.13635,-51.22788
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL CACHINHOS DOURADOS LTDA,43203221,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA MAJOR MANOEL JOSE MONTEIRO, 345 RUBEM BERTA. 91170-570 Porto Alegre - RS.",(51) 35089705,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.00235,-51.09562
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MESQUITA,43203817,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DO FORTE, 77 CRISTO REDENTOR. 91360-000 Porto Alegre - RS.",(51) 33403829,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-30.01111,-51.15336
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NUCL E EJA E CP DARCY VARGAS,43203841,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AV JOAO PESSOA 1070, 1070 FARROUPILHA. 90040-000 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação de Jovens Adultos,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NUCL E EJA E CP DARCY RIBEIRO,43203850,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R RUA VALENTIM VICENTINI 255, 255 PASSO DA AREIA. 90520-220 Porto Alegre - RS.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,-30.02449,-51.17516
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO GABARITO ZONA NORTE,43203876,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA ASSIS BRASIL, 4320 LOJA 78. SAO SEBASTIAO. 91110-000 Porto Alegre - RS.",(51) 30722655,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-30.00911,-51.14422
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE ENSINO FUNDAMENTAL CORONEL ESCOBAR,43203884,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOUTOR ALCIDES CRUZ, 422 ESCOLA. SANTA CECILIA. 90630-160 Porto Alegre - RS.",(51) 33351800,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-30.04201,-51.20141
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL TURMA DO PIU-PIU,43204627,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA IGNES FAGUNDES, 541 RESTINGA. 91790-010 Porto Alegre - RS.",(51) 32611008,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.1485,-51.13802
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5123 EEI GOTINHAS DE AMOR,43204635,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DRA VERA GLUSMAN KNIJNIK, 40 VILA CONCEICAO. 91920-073 Porto Alegre - RS.",(51) 32223860,Privada,Comunitária,Sim,Não,Até 50 matrículas de escolarização,Educação Infantil,,-30.1209063,-51.2536194
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMEF NOSSA SENHORA DO CARMO,43204643,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"R BISPO MARINO PRUDENCIO MOREIRA, 95 5 UNIDADE. RESTINGA. 91790-206 Porto Alegre - RS.",(51) 32891884,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-30.1454329,-51.1278913
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5127 EEI VILA GAUCHA,43204651,RS,Porto Alegre,Urbana,A escola não está em área de localização diferenciada,Privada,"R DONA MARIA, 50 SANTA TEREZA. 90850-280 Porto Alegre - RS.",(51) 32230469,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-30.0714371,-51.2326802
